Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index,Year,Month,Price_Shock_Index,Hunger_Risk_Level
Yemen,Rural,Rice,169.42,NGN,19-06-2023,6.02,31.22,2023,6,60.32932715,High
Kenya,Rural,Pulses,75.68,INR,02-03-2021,6.02,31.22,2021,3,-38.05353196,High
Bangladesh,Wholesale,Sugar,137.83,NGN,01-02-2022,6.02,31.22,2022,2,8.965135584,High
Kenya,Rural,Pulses,85.46,KES,02-11-2024,6.02,31.22,2024,11,12.92283298,High
Haiti,Rural,Unknown,65.2,PKR,08-06-2023,6.02,31.22,2023,6,-22.09344008,High
Kenya,Retail,Rice,96.69,ETB,13-06-2020,6.02,31.22,2020,6,-32.53558471,High
Pakistan,Rural,Sugar,12.47,NPR,25-12-2024,6.02,31.22,2024,12,-82.55944056,High
Nigeria,Retail,Maize,99.615,PKR,22-11-2017,6.02,31.22,2017,11,6.585705114,High
Haiti,Wholesale,Cooking Oil,136.52,ETB,08-01-2021,6.02,31.22,2021,1,103.5788846,High
Haiti,Retail,Pulses,154.56,NPR,28-10-2020,6.02,31.22,2020,10,45.99036554,High
Nigeria,Urban,Pulses,0.4,INR,17-04-2019,6.02,31.22,2019,4,-99.67264097,High
Sudan,Retail,Sugar,158.29,YER,27-10-2024,6.02,31.22,2024,10,45.00732869,High
Nigeria,Rural,Cooking Oil,146.34,NGN,03-12-2022,6.02,31.22,2022,12,-11.94945848,High
Kenya,Retail,Pulses,86.05,NPR,13-12-2020,6.02,31.22,2020,12,0.690381465,High
Pakistan,Retail,Maize,100.09,YER,22-05-2016,6.02,31.22,2016,5,94.50058298,High
Ethiopia,Wholesale,Sugar,172.69,HTG,19-08-2021,6.02,31.22,2021,8,34.38910506,High
Sudan,Wholesale,Wheat,149.04,NPR,25-04-2023,6.02,31.22,2023,4,216.0305344,High
Nepal,Rural,Rice,119.76,YER,17-06-2016,6.02,31.22,2016,6,-30.69845495,High
Ethiopia,Urban,Maize,74.65,ETB,31-05-2015,6.02,31.22,2015,5,56.56459732,High
India,Urban,Cooking Oil,83.59,NGN,06-08-2015,6.02,31.22,2015,8,-36.01500306,High
India,Retail,Cooking Oil,127.97,BDT,09-10-2015,6.02,31.22,2015,10,53.09247518,High
India,Urban,Maize,121.67,NPR,01-11-2015,6.02,31.22,2015,11,6.653225806,High
India,Wholesale,Wheat,146.48,PKR,10-11-2019,6.02,31.22,2019,11,38.33876375,High
Pakistan,Rural,Pulses,42.21,ETB,23-10-2016,6.02,31.22,2016,10,-52.26193169,High
Ethiopia,Rural,Wheat,117.8,BDT,03-05-2018,6.02,31.22,2018,5,20.61021808,High
Yemen,Wholesale,Pulses,128.77,BDT,20-12-2018,6.02,31.22,2018,12,13.85499558,High
Bangladesh,Rural,Pulses,90.31,HTG,07-05-2019,6.02,31.22,2019,5,-16.94868494,High
Sudan,Retail,Cooking Oil,195.28,HTG,15-10-2016,6.02,31.22,2016,10,198.2740186,High
Nepal,Rural,Pulses,65.41,SDG,02-08-2023,6.02,31.22,2023,8,-39.75870326,High
Kenya,Urban,Maize,97.75,NPR,29-01-2021,6.02,31.22,2021,1,-42.77602154,High
Haiti,Rural,Pulses,129.24,PKR,14-07-2022,6.02,31.22,2022,7,-16.38198758,High
India,Rural,Maize,134.54,NPR,01-02-2016,6.02,31.22,2016,2,10.57779239,High
Nepal,Wholesale,Rice,90.19,YER,13-01-2017,6.02,31.22,2017,1,-24.69104876,High
Haiti,Wholesale,Cooking Oil,90.11,ETB,29-03-2018,6.02,31.22,2018,3,-33.99501904,High
Bangladesh,Urban,Wheat,127.95,NGN,24-12-2018,6.02,31.22,2018,12,35.51154416,High
Nepal,Wholesale,Sugar,118.57,PKR,10-07-2020,6.02,31.22,2020,7,-17.47059233,High
Ethiopia,Urban,Wheat,103.68,NGN,20-02-2015,6.02,31.22,2015,2,-11.98641766,High
Nepal,Unknown,Wheat,25.6,HTG,31-12-2023,6.02,31.22,2023,12,-68.90562371,High
India,Urban,Sugar,105.91,NGN,31-12-2019,6.02,31.22,2019,12,128.6979054,High
Bangladesh,Rural,Cooking Oil,164.61,KES,21-04-2022,6.02,31.22,2022,4,1.14907214,High
Kenya,Urban,Pulses,123.58,HTG,02-06-2017,6.02,31.22,2017,6,43.6141778,High
Yemen,Retail,Rice,68.97,HTG,06-10-2019,6.02,31.22,2019,10,-59.2905206,High
Nigeria,Rural,Wheat,101.98,INR,17-10-2019,6.02,31.22,2019,10,64.21900161,High
India,Urban,Pulses,138.35,NGN,20-11-2024,6.02,31.22,2024,11,68.84305589,High
Haiti,Wholesale,Unknown,81.61,PKR,11-05-2021,6.02,31.22,2021,5,25.16871166,High
Bangladesh,Wholesale,Cooking Oil,153.41,HTG,18-11-2016,6.02,31.22,2016,11,-6.803960877,High
Ethiopia,Wholesale,Cooking Oil,152.49,PKR,23-12-2022,6.02,31.22,2022,12,4.081632653,High
Pakistan,Urban,Maize,94.05,HTG,16-03-2022,6.02,31.22,2022,3,-6.034568888,High
Bangladesh,Urban,Cooking Oil,113,BDT,07-05-2020,6.02,31.22,2020,5,-26.34117724,High
Haiti,Retail,Cooking Oil,117.99,PKR,28-12-2015,6.02,31.22,2015,12,30.93996227,High
Nigeria,Rural,Wheat,51.99,YER,04-02-2016,6.02,31.22,2016,2,-49.01941557,High
Nigeria,Rural,Rice,168.26,NGN,05-03-2017,6.02,31.22,2017,3,106.530011,High
Sudan,Rural,Wheat,119.96,KES,16-07-2016,6.02,31.22,2016,7,-19.51154053,High
Yemen,Rural,Pulses,106.12,NPR,22-08-2023,6.02,31.22,2023,8,-17.58950066,High
Haiti,Urban,Cooking Oil,139.46,BDT,16-12-2024,6.02,31.22,2024,12,18.19645733,High
Nigeria,Urban,Unknown,112.2,NGN,24-03-2021,6.02,31.22,2021,3,-36.76022996,High
Sudan,Retail,Rice,56.49,INR,26-08-2020,6.02,31.22,2020,8,-39.99362651,High
Sudan,Rural,Maize,67.78,INR,08-08-2015,6.02,31.22,2015,8,-8.627662443,High
Sudan,Unknown,Unknown,14.17,ETB,16-03-2022,6.02,31.22,2022,3,-74.32971014,High
Bangladesh,Urban,Maize,102.64,KES,04-11-2021,6.02,31.22,2021,11,-29.52001648,High
Sudan,Urban,Maize,122.1,SDG,09-07-2020,6.02,31.22,2020,7,80.1416347,High
India,Urban,Pulses,92.5,NPR,17-09-2016,6.02,31.22,2016,9,-33.14058547,High
Haiti,Rural,Cooking Oil,53.77,NPR,22-11-2021,6.02,31.22,2021,11,-61.44414169,High
India,Rural,Pulses,80.2,HTG,26-07-2021,6.02,31.22,2021,7,-13.2972973,High
Pakistan,Urban,Unknown,103.22,INR,23-07-2019,6.02,31.22,2019,7,35.70865106,High
Nigeria,Wholesale,Pulses,134.7,NPR,12-09-2023,6.02,31.22,2023,9,33575,High
Yemen,Retail,Cooking Oil,157.27,HTG,24-02-2024,6.02,31.22,2024,2,50.94538823,High
Ethiopia,Rural,Cooking Oil,96.85,BDT,05-03-2015,6.02,31.22,2015,3,-36.48763853,High
Ethiopia,Wholesale,Maize,75.84,PKR,14-06-2020,6.02,31.22,2020,6,1.594105827,High
Nigeria,Rural,Sugar,89.57,HTG,11-04-2020,6.02,31.22,2020,4,-4.783671734,High
Pakistan,Wholesale,Cooking Oil,133.68,HTG,07-08-2017,6.02,31.22,2017,8,206.7462139,High
Ethiopia,Wholesale,Sugar,80.02,NPR,29-10-2023,6.02,31.22,2023,10,-53.66263246,High
India,Urban,Sugar,127.38,NPR,14-03-2016,6.02,31.22,2016,3,20.271929,High
Nepal,Rural,Wheat,179.65,KES,15-06-2017,6.02,31.22,2017,6,601.7578125,High
Bangladesh,Retail,Wheat,81.99,ETB,29-10-2019,6.02,31.22,2019,10,-35.92028136,High
Kenya,Wholesale,Rice,91.32,ETB,30-09-2024,6.02,31.22,2024,9,-5.553831834,High
Ethiopia,Retail,Pulses,90.42,NPR,16-12-2023,6.02,31.22,2023,12,29.89513001,High
Yemen,Urban,Wheat,195.48,BDT,03-08-2016,6.02,31.22,2016,8,43.95758156,High
Sudan,Rural,Cooking Oil,80,NPR,10-09-2020,6.02,31.22,2020,9,-59.03318312,High
Yemen,Unknown,Sugar,158.8,ETB,01-01-2015,6.02,31.22,2015,1,61.13647894,High
Haiti,Urban,Pulses,98.56,HTG,06-12-2016,6.02,31.22,2016,12,-23.73878056,High
Bangladesh,Retail,Rice,106.81,YER,12-05-2023,6.02,31.22,2023,5,-18.44074527,High
India,Retail,Wheat,133.13,NGN,12-04-2020,6.02,31.22,2020,4,-9.113872201,High
Pakistan,Wholesale,Maize,85.09,HTG,26-07-2022,6.02,31.22,2022,7,-9.526847422,High
Bangladesh,Rural,Pulses,100.17,INR,18-03-2022,6.02,31.22,2022,3,10.91794929,High
Kenya,Urban,Rice,88.93,ETB,01-06-2015,6.02,31.22,2015,6,-2.61717039,High
Nepal,Wholesale,Cooking Oil,57.26,YER,25-05-2024,6.02,31.22,2024,5,-35.52527868,High
Ethiopia,Wholesale,Pulses,140.67,SDG,14-08-2021,6.02,31.22,2021,8,55.57398806,High
Pakistan,Urban,Sugar,124.41,YER,10-08-2019,6.02,31.22,2019,8,897.6744186,High
Pakistan,Urban,Cooking Oil,76.56,YER,16-07-2016,6.02,31.22,2016,7,-42.72890485,High
Ethiopia,Unknown,Cooking Oil,146.11,HTG,06-12-2022,6.02,31.22,2022,12,50.86215798,High
Ethiopia,Urban,Pulses,60.62,YER,15-09-2015,6.02,31.22,2015,9,-56.90623445,High
Ethiopia,Urban,Maize,116.92,YER,13-01-2022,6.02,31.22,2022,1,54.16666667,High
Ethiopia,Unknown,Unknown,32.29,SDG,22-08-2017,6.02,31.22,2017,8,-79.03927296,High
Ethiopia,Rural,Pulses,84.43,NPR,10-09-2023,6.02,31.22,2023,9,39.27746618,High
Pakistan,Wholesale,Pulses,66.31,NGN,07-10-2016,6.02,31.22,2016,10,57.09547501,High
Nigeria,Urban,Pulses,49.63,YER,09-07-2015,6.02,31.22,2015,7,-63.15515961,High
Nigeria,Wholesale,Sugar,100.98,NGN,31-07-2016,6.02,31.22,2016,7,12.73864017,High
Yemen,Rural,Unknown,113.28,NPR,11-07-2018,6.02,31.22,2018,7,33.09834332,High
Nigeria,Wholesale,Cooking Oil,124.59,NGN,15-04-2017,6.02,31.22,2017,4,-14.86264863,High
Kenya,Wholesale,Pulses,100.07,NPR,03-12-2023,6.02,31.22,2023,12,-19.02411393,High
Nigeria,Wholesale,Wheat,117.23,BDT,16-01-2020,6.02,31.22,2020,1,125.4856703,High
Pakistan,Retail,Sugar,55.08,NGN,20-12-2022,6.02,31.22,2022,12,-55.72703159,High
Ethiopia,Rural,Cooking Oil,64.79,KES,19-05-2022,6.02,31.22,2022,5,-55.65669701,High
Sudan,Rural,Wheat,99.29,KES,08-04-2022,6.02,31.22,2022,4,-17.23074358,High
Sudan,Wholesale,Cooking Oil,64.96,INR,19-05-2016,6.02,31.22,2016,5,-18.8,High
Kenya,Wholesale,Maize,100.22,SDG,22-07-2020,6.02,31.22,2020,7,2.52685422,High
Haiti,Rural,Pulses,74,INR,13-02-2020,6.02,31.22,2020,2,-24.91883117,High
Pakistan,Urban,Maize,93.66,ETB,11-04-2020,6.02,31.22,2020,4,10.0716888,High
India,Retail,Unknown,33.42,KES,13-01-2016,6.02,31.22,2016,1,143.0545455,High
Bangladesh,Rural,Sugar,31.51,NPR,20-07-2021,6.02,31.22,2021,7,-77.13850395,High
Yemen,Wholesale,Pulses,71.32,NPR,14-05-2018,6.02,31.22,2018,5,-32.79306446,High
India,Urban,Wheat,46.93,HTG,19-04-2023,6.02,31.22,2023,4,-64.74874183,High
Nigeria,Urban,Rice,119.3,PKR,18-01-2024,6.02,31.22,2024,1,-29.09782479,High
Ethiopia,Retail,Sugar,138.85,KES,11-10-2020,6.02,31.22,2020,10,73.51912022,High
India,Retail,Sugar,135.01,NPR,28-04-2017,6.02,31.22,2017,4,5.989951327,High
Bangladesh,Rural,Sugar,94.23,BDT,24-10-2018,6.02,31.22,2018,10,199.0479213,High
Haiti,Rural,Wheat,93.41,KES,18-02-2017,6.02,31.22,2017,2,2022.954545,High
Sudan,Rural,Pulses,103.97,ETB,04-05-2024,6.02,31.22,2024,5,15.1129318,High
Haiti,Rural,Maize,73.81,BDT,15-05-2017,6.02,31.22,2017,5,29.83289358,High
Bangladesh,Wholesale,Rice,26.3,BDT,18-12-2024,6.02,31.22,2024,12,-75.37683737,High
Ethiopia,Retail,Wheat,147.5,ETB,11-12-2024,6.02,31.22,2024,12,42.26466049,High
Nigeria,Urban,Unknown,100.57,KES,15-03-2023,6.02,31.22,2023,3,-10.36541889,High
Bangladesh,Wholesale,Wheat,98.12,INR,14-04-2020,6.02,31.22,2020,4,19.67313087,High
Yemen,Rural,Unknown,87.33,NGN,22-06-2016,6.02,31.22,2016,6,-22.90783898,High
Bangladesh,Rural,Cooking Oil,123.75,ETB,31-01-2023,6.02,31.22,2023,1,9.513274336,High
Pakistan,Wholesale,Sugar,105.21,HTG,10-01-2018,6.02,31.22,2018,1,91.0130719,High
Nigeria,Urban,Wheat,80.42,YER,01-11-2019,6.02,31.22,2019,11,-31.39981233,High
Ethiopia,Retail,Maize,86.57,NPR,08-02-2022,6.02,31.22,2022,2,-25.95791995,High
Sudan,Retail,Cooking Oil,102.6,HTG,19-05-2020,6.02,31.22,2020,5,57.94334975,High
Sudan,Urban,Sugar,53.89,NPR,22-10-2019,6.02,31.22,2019,10,-65.95489292,High
Bangladesh,Retail,Maize,156.57,SDG,20-11-2021,6.02,31.22,2021,11,52.54286828,High
Pakistan,Rural,Wheat,75.72,KES,07-06-2024,6.02,31.22,2024,6,-25.6115532,High
India,Rural,Maize,68.19,SDG,22-08-2015,6.02,31.22,2015,8,-49.31618849,High
Haiti,Rural,Wheat,84.88,KES,26-03-2018,6.02,31.22,2018,3,-9.131784606,High
Haiti,Rural,Cooking Oil,136.37,BDT,10-06-2020,6.02,31.22,2020,6,153.6172587,High
Haiti,Urban,Rice,89.26,KES,27-10-2020,6.02,31.22,2020,10,42.99903877,High
India,Retail,Rice,146.57,SDG,13-08-2018,6.02,31.22,2018,8,421.0451475,High
Pakistan,Retail,Pulses,86.81,KES,21-01-2024,6.02,31.22,2024,1,30.91539738,High
Haiti,Wholesale,Unknown,43.17,NGN,20-11-2024,6.02,31.22,2024,11,-47.10207082,High
Yemen,Urban,Cooking Oil,66.6,KES,08-12-2023,6.02,31.22,2023,12,-57.65244484,High
India,Retail,Maize,92.42,NGN,06-05-2023,6.02,31.22,2023,5,35.53306937,High
India,Retail,Wheat,125.94,INR,28-02-2017,6.02,31.22,2017,2,168.3571276,High
Ethiopia,Wholesale,Rice,81.67,HTG,16-07-2023,6.02,31.22,2023,7,57.48168145,High
Ethiopia,Rural,Wheat,52.78,HTG,12-06-2016,6.02,31.22,2016,6,-64.21694915,High
Nigeria,Retail,Cooking Oil,42.1,HTG,15-06-2017,6.02,31.22,2017,6,-66.20916606,High
Yemen,Unknown,Maize,26.74,PKR,18-07-2024,6.02,31.22,2024,7,-68.32504146,High
Nigeria,Retail,Maize,70.03,YER,04-11-2024,6.02,31.22,2024,11,-29.69934247,High
Yemen,Rural,Rice,117.71,YER,03-10-2015,6.02,31.22,2015,10,70.66840655,High
Kenya,Urban,Wheat,51.73,YER,07-02-2016,6.02,31.22,2016,2,-43.39023856,High
Nepal,Rural,Sugar,149.11,BDT,15-02-2024,6.02,31.22,2024,2,25.75693683,High
Haiti,Rural,Rice,65.7,HTG,20-04-2021,6.02,31.22,2021,4,-26.3948017,High
Ethiopia,Rural,Maize,174.83,BDT,04-11-2017,6.02,31.22,2017,11,101.9521774,High
Nigeria,Rural,Cooking Oil,178.88,BDT,07-05-2023,6.02,31.22,2023,5,324.8931116,High
Nigeria,Urban,Sugar,55.38,HTG,28-01-2022,6.02,31.22,2022,1,-45.15745692,High
Yemen,Wholesale,Pulses,149.56,PKR,12-06-2015,6.02,31.22,2015,6,109.7027482,High
India,Rural,Wheat,175.1,KES,05-02-2018,6.02,31.22,2018,2,39.03446085,High
Sudan,Rural,Pulses,35.89,KES,11-10-2020,6.02,31.22,2020,10,-65.48042705,High
Bangladesh,Retail,Rice,40.51,BDT,31-08-2015,6.02,31.22,2015,8,54.03041825,High
Bangladesh,Retail,Wheat,16.29,NGN,08-06-2021,6.02,31.22,2021,6,-83.39788015,High
Nigeria,Urban,Wheat,62.41,KES,20-08-2017,6.02,31.22,2017,8,-22.39492664,High
Haiti,Urban,Unknown,59.78,ETB,13-02-2018,6.02,31.22,2018,2,38.47579338,High
Kenya,Urban,Sugar,86.64,YER,24-06-2020,6.02,31.22,2020,6,-1.768707483,High
Haiti,Retail,Sugar,48.93,NGN,25-06-2021,6.02,31.22,2021,6,-57.63269547,High
Nigeria,Rural,Sugar,127.67,ETB,11-11-2017,6.02,31.22,2017,11,130.534489,High
Haiti,Retail,Cooking Oil,101.22,NGN,27-01-2019,6.02,31.22,2019,1,-25.77546381,High
Ethiopia,Wholesale,Maize,100.48,PKR,26-01-2019,6.02,31.22,2019,1,-42.52702625,High
Haiti,Urban,Sugar,141.18,BDT,22-08-2017,6.02,31.22,2017,8,188.5346413,High
Yemen,Urban,Unknown,110.52,ETB,12-12-2021,6.02,31.22,2021,12,26.55444864,High
Yemen,Urban,Wheat,91.04,YER,19-04-2022,6.02,31.22,2022,4,-53.42746061,High
Kenya,Wholesale,Pulses,67.15,HTG,26-07-2020,6.02,31.22,2020,7,-32.89697212,High
Ethiopia,Rural,Sugar,135.9,PKR,04-07-2020,6.02,31.22,2020,7,-2.124594887,High
Sudan,Rural,Rice,110.82,YER,21-04-2017,6.02,31.22,2017,4,96.17631439,High
India,Rural,Cooking Oil,108.75,PKR,30-04-2024,6.02,31.22,2024,4,-15.01914511,High
Ethiopia,Urban,Rice,75.79,HTG,27-08-2021,6.02,31.22,2021,8,-7.199706134,High
Pakistan,Rural,Pulses,112.01,YER,07-10-2023,6.02,31.22,2023,10,29.02891372,High
Nepal,Retail,Pulses,68.74,NPR,23-02-2018,6.02,31.22,2018,2,5.090964684,High
Nigeria,Urban,Unknown,112.4,INR,05-01-2016,6.02,31.22,2016,1,11.76295118,High
Pakistan,Wholesale,Cooking Oil,89.41,BDT,19-08-2022,6.02,31.22,2022,8,16.78422153,High
Kenya,Wholesale,Pulses,128.62,PKR,26-10-2018,6.02,31.22,2018,10,91.54132539,High
Pakistan,Rural,Cooking Oil,46.86,BDT,22-09-2021,6.02,31.22,2021,9,-47.58975506,High
Yemen,Urban,Wheat,101.9,HTG,08-04-2017,6.02,31.22,2017,4,11.9288225,High
Haiti,Retail,Sugar,128.11,INR,27-04-2021,6.02,31.22,2021,4,-9.257685225,High
India,Retail,Pulses,102.98,NGN,06-09-2020,6.02,31.22,2020,9,28.40399002,High
Bangladesh,Urban,Rice,43.11,NGN,06-12-2022,6.02,31.22,2022,12,6.418168353,High
Nigeria,Rural,Maize,70.22,ETB,25-03-2016,6.02,31.22,2016,3,0.271312295,High
Bangladesh,Wholesale,Maize,150.69,KES,10-06-2016,6.02,31.22,2016,6,-3.755508718,High
Haiti,Wholesale,Wheat,97.17,NGN,02-07-2015,6.02,31.22,2015,7,14.47926484,High
Yemen,Retail,Maize,67.23,KES,11-01-2016,6.02,31.22,2016,1,151.421092,High
Yemen,Retail,Wheat,150.17,INR,04-01-2020,6.02,31.22,2020,1,47.36997056,High
Haiti,Retail,Sugar,161.99,NPR,05-07-2020,6.02,31.22,2020,7,26.44602295,High
Nigeria,Wholesale,Wheat,52.85,BDT,29-07-2015,6.02,31.22,2015,7,-15.318058,High
Bangladesh,Retail,Cooking Oil,79.88,NPR,17-01-2022,6.02,31.22,2022,1,-35.45050505,High
Ethiopia,Wholesale,Cooking Oil,86.23,BDT,01-02-2015,6.02,31.22,2015,2,33.09152647,High
Yemen,Wholesale,Cooking Oil,121.33,INR,22-09-2020,6.02,31.22,2020,9,82.17717718,High
Bangladesh,Rural,Pulses,92.79,ETB,26-08-2024,6.02,31.22,2024,8,-7.367475292,High
Sudan,Rural,Cooking Oil,104.9,BDT,03-10-2018,6.02,31.22,2018,10,2.2417154,High
Bangladesh,Rural,Cooking Oil,94.16,NPR,04-06-2017,6.02,31.22,2017,6,17.87681522,High
Sudan,Retail,Cooking Oil,188,INR,03-12-2020,6.02,31.22,2020,12,79.21830315,High
Sudan,Wholesale,Cooking Oil,122.94,YER,07-01-2016,6.02,31.22,2016,1,-34.60638298,High
Yemen,Retail,Pulses,88.26,YER,07-09-2024,6.02,31.22,2024,9,-40.98689489,High
Nigeria,Wholesale,Cooking Oil,96.74,KES,21-09-2017,6.02,31.22,2017,9,-45.91905188,High
Kenya,Rural,Cooking Oil,118.93,PKR,25-10-2021,6.02,31.22,2021,10,29.8079022,High
Yemen,Rural,Sugar,61.79,PKR,15-04-2022,6.02,31.22,2022,4,-61.08942065,High
Nigeria,Retail,Pulses,110.81,KES,03-06-2023,6.02,31.22,2023,6,123.2722144,High
Nigeria,Wholesale,Cooking Oil,106.37,SDG,26-10-2018,6.02,31.22,2018,10,9.954517263,High
Pakistan,Retail,Wheat,65.42,NPR,22-09-2019,6.02,31.22,2019,9,-13.60274696,High
Haiti,Urban,Sugar,7.42,BDT,15-05-2023,6.02,31.22,2023,5,-95.41947034,High
Haiti,Retail,Pulses,30.52,HTG,16-08-2024,6.02,31.22,2024,8,-58.75675676,High
Haiti,Rural,Maize,90.82,INR,05-10-2019,6.02,31.22,2019,10,23.04565777,High
Nepal,Wholesale,Rice,136.28,PKR,26-08-2015,6.02,31.22,2015,8,51.10322652,High
Yemen,Wholesale,Pulses,82.03,INR,07-10-2020,6.02,31.22,2020,10,-7.058690233,High
Nigeria,Retail,Sugar,134.64,NGN,16-09-2018,6.02,31.22,2018,9,5.459387483,High
Pakistan,Rural,Cooking Oil,85.33,NPR,20-02-2023,6.02,31.22,2023,2,82.09560393,High
Sudan,Urban,Sugar,57.96,BDT,03-07-2017,6.02,31.22,2017,7,7.5524216,High
Kenya,Retail,Rice,98.75,HTG,20-03-2019,6.02,31.22,2019,3,11.04239289,High
Kenya,Wholesale,Rice,62.94,ETB,17-05-2020,6.02,31.22,2020,5,-36.26329114,High
Sudan,Rural,Pulses,105.63,KES,20-09-2022,6.02,31.22,2022,9,194.3159654,High
Bangladesh,Wholesale,Cooking Oil,98.18,NPR,22-03-2023,6.02,31.22,2023,3,4.269328802,High
Bangladesh,Wholesale,Cooking Oil,90.07,INR,20-11-2018,6.02,31.22,2018,11,-8.260338154,High
Haiti,Wholesale,Wheat,97.74,NGN,30-10-2015,6.02,31.22,2015,10,0.586600803,High
Yemen,Wholesale,Rice,144.2,KES,10-04-2020,6.02,31.22,2020,4,22.50446011,High
Nepal,Urban,Cooking Oil,175.18,NPR,07-09-2017,6.02,31.22,2017,9,205.9378275,High
Pakistan,Rural,Rice,70.49,NPR,03-12-2021,6.02,31.22,2021,12,-41.90703807,High
Kenya,Retail,Wheat,92.48,BDT,17-08-2015,6.02,31.22,2015,8,78.77440557,High
Haiti,Rural,Maize,51.15,ETB,17-10-2023,6.02,31.22,2023,10,-43.67980621,High
India,Rural,Rice,99.42,HTG,23-02-2015,6.02,31.22,2015,2,-32.16892952,High
Haiti,Unknown,Wheat,87.4,ETB,25-10-2021,6.02,31.22,2021,10,-10.57908737,High
India,Retail,Wheat,108.59,ETB,07-03-2022,6.02,31.22,2022,3,-37.98400914,High
Ethiopia,Rural,Wheat,135.13,NGN,20-10-2023,6.02,31.22,2023,10,156.0250095,High
Nigeria,Retail,Sugar,51.61,KES,10-05-2020,6.02,31.22,2020,5,-61.66815211,High
Sudan,Retail,Pulses,91.5,NPR,11-05-2019,6.02,31.22,2019,5,-13.37688157,High
Nigeria,Urban,Cooking Oil,88.92,YER,17-03-2022,6.02,31.22,2022,3,-16.40500141,High
Haiti,Wholesale,Rice,106.35,INR,25-01-2018,6.02,31.22,2018,1,61.87214612,High
Nigeria,Retail,Pulses,156.02,INR,24-03-2022,6.02,31.22,2022,3,40.79956683,High
Pakistan,Wholesale,Sugar,73.98,YER,18-07-2018,6.02,31.22,2018,7,-29.68349016,High
Ethiopia,Rural,Rice,124.37,ETB,10-05-2015,6.02,31.22,2015,5,64.09816598,High
Nepal,Wholesale,Pulses,166.89,SDG,29-03-2019,6.02,31.22,2019,3,142.784405,High
Ethiopia,Wholesale,Sugar,66.16,NGN,19-11-2019,6.02,31.22,2019,11,-51.31714496,High
Kenya,Wholesale,Cooking Oil,105.89,HTG,31-05-2016,6.02,31.22,2016,5,-10.96443286,High
Pakistan,Rural,Wheat,105.54,INR,01-08-2017,6.02,31.22,2017,8,61.32681137,High
Nigeria,Rural,Pulses,48.15,SDG,20-07-2024,6.02,31.22,2024,7,-69.13857198,High
Nepal,Retail,Pulses,123.17,KES,24-11-2024,6.02,31.22,2024,11,-26.19689616,High
Nigeria,Retail,Rice,144.91,BDT,06-02-2021,6.02,31.22,2021,2,21.46689019,High
Yemen,Urban,Wheat,73.28,HTG,19-04-2022,6.02,31.22,2022,4,-51.2019711,High
Yemen,Rural,Cooking Oil,88.41,ETB,14-05-2023,6.02,31.22,2023,5,-27.13261353,High
Bangladesh,Urban,Rice,30.12,INR,03-04-2021,6.02,31.22,2021,4,-30.1322199,High
Ethiopia,Rural,Maize,142.08,SDG,26-05-2016,6.02,31.22,2016,5,41.40127389,High
Nepal,Wholesale,Maize,134.61,YER,24-01-2022,6.02,31.22,2022,1,-3.491540006,High
Yemen,Urban,Maize,61.77,INR,29-03-2023,6.02,31.22,2023,3,-8.121374386,High
Bangladesh,Urban,Cooking Oil,66.3,NGN,03-06-2020,6.02,31.22,2020,6,-26.3905851,High
Pakistan,Urban,Maize,84.09,NGN,01-01-2019,6.02,31.22,2019,1,-10.2178091,High
Nepal,Rural,Pulses,151.68,KES,13-08-2015,6.02,31.22,2015,8,23.14687018,High
Bangladesh,Retail,Unknown,97.11,PKR,28-02-2021,6.02,31.22,2021,2,91.91699605,High
Sudan,Urban,Pulses,106.07,KES,10-07-2023,6.02,31.22,2023,7,15.92349727,High
Nepal,Retail,Maize,106.08,INR,12-12-2022,6.02,31.22,2022,12,-21.19456207,High
Haiti,Rural,Rice,154.91,KES,01-03-2023,6.02,31.22,2023,3,45.66055477,High
Bangladesh,Urban,Pulses,85.08,KES,16-05-2015,6.02,31.22,2015,5,-8.309085031,High
Nigeria,Rural,Cooking Oil,94.57,SDG,16-02-2019,6.02,31.22,2019,2,6.354026091,High
Haiti,Retail,Wheat,146.97,NGN,22-11-2017,6.02,31.22,2017,11,68.15789474,High
Sudan,Retail,Pulses,146.54,KES,18-11-2017,6.02,31.22,2017,11,38.15404921,High
Yemen,Urban,Sugar,58.23,YER,06-10-2018,6.02,31.22,2018,10,-5.761450073,High
India,Retail,Maize,22.15,YER,26-07-2023,6.02,31.22,2023,7,-76.03332612,High
Bangladesh,Wholesale,Sugar,99.71,NGN,26-04-2023,6.02,31.22,2023,4,5.815557678,High
Pakistan,Wholesale,Wheat,125.87,PKR,13-09-2018,6.02,31.22,2018,9,19.26283873,High
Bangladesh,Urban,Cooking Oil,112.6,SDG,28-10-2021,6.02,31.22,2021,10,69.83408748,High
India,Rural,Pulses,75.52,PKR,03-02-2019,6.02,31.22,2019,2,-26.66537192,High
Sudan,Rural,Cooking Oil,174.56,BDT,25-10-2018,6.02,31.22,2018,10,41.98796161,High
Sudan,Rural,Wheat,57.26,INR,06-01-2016,6.02,31.22,2016,1,-42.33054688,High
Haiti,Wholesale,Sugar,45.45,SDG,06-03-2023,6.02,31.22,2023,3,512.5336927,High
Nepal,Retail,Pulses,146.18,NPR,29-09-2016,6.02,31.22,2016,9,-3.626054852,High
