Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index
Nigeria,Urban,Maize,140.77,INR,17-12-2016,,31.22
Kenya,Rural,Rice,73.05,HTG,15-07-2018,,31.22
Nigeria,Urban,Maize,175.33,PKR,14-11-2024,6.02,
Kenya,Wholesale,Sugar,66.57,BDT,26-08-2017,6.02,
Nigeria,Rural,Wheat,31.44,BDT,08-11-2015,,31.22
Ethiopia,Wholesale,Cooking Oil,124.21,NPR,06-01-2015,6.02,
Sudan,Wholesale,Cooking Oil,42.67,INR,08-02-2022,,
Nepal,Urban,Maize,79.64,NGN,29-09-2016,,
Bangladesh,Retail,Wheat,94.27,INR,02-04-2016,6.02,
Yemen,Wholesale,Sugar,116.6,SDG,31-10-2019,,31.22
Nigeria,Urban,Cooking Oil,140.52,ETB,19-09-2019,,31.22
Nepal,Rural,Sugar,46.01,BDT,03-03-2022,6.02,
Nepal,Retail,Sugar,54.98,BDT,21-09-2024,6.02,
Ethiopia,Wholesale,Cooking Oil,236.54,HTG,16-10-2020,6.02,
India,Wholesale,Cooking Oil,91.55,BDT,30-04-2015,6.02,31.22
India,Rural,Maize,34.27,NGN,21-08-2017,6.02,
Nigeria,Urban,Wheat,59.66,PKR,18-09-2018,6.02,31.22
Yemen,Wholesale, ,78.9,INR,27-04-2017,6.02,31.22
Nigeria,Rural,Wheat,100.2,PKR,24-05-2017,6.02,
Nigeria,Wholesale,Rice,147.7,HTG,14-03-2023,6.02,31.22
kenya,Urban,Cooking Oil,165.36,NPR,16-05-2023,,31.22
Sudan,Retail,Sugar,67.02,SDG,21-07-2021,,
Sudan,Urban,Wheat,77.28,BDT,03-03-2020,,
Yemen,Urban,Sugar,105.94,YER,30-01-2024,6.02,
Kenya,Urban,Wheat,70.96,HTG,17-08-2019,,31.22
Nepal,Rural,Pulses,147.71,SDG,08-02-2020,6.02,
Kenya,Wholesale,Wheat,198.67,INR,13-08-2018,,31.22
Nigeria,Retail,Sugar,100.85,KES,05-10-2019,,31.22
India,Rural,Pulses,113.14,ETB,27-07-2019,,
Pakistan,Urban,Maize,76.56,KES,22-07-2017,6.02,31.22
Yemen,Retail,Cooking Oil,113.43,BDT,29-04-2022,6.02,31.22
Nepal,Urban,Maize,57.59,PKR,15-04-2022,,31.22
Ethiopia,Urban,Maize,62.04,BDT,15-10-2018,6.02,31.22
Pakistan,Urban,Wheat,27.32,SDG,03-10-2018,6.02,31.22
Pakistan,Retail,Cooking Oil,132.64,PKR,31-12-2018,6.02,31.22
Kenya,Wholesale,Pulses,155.55,ETB,13-09-2024,6.02,31.22
Bangladesh,Urban,Wheat,141.23,HTG,29-05-2020,,31.22
Pakistan,Wholesale,Rice,103.76,SDG,02-10-2015,,
Nigeria,Retail,Wheat,87.47,SDG,01-05-2022,6.02,
Haiti,Retail,Pulses,96.29,HTG,03-08-2023,6.02,
India,Urban,Sugar,59.23,YER,10-03-2015,6.02,31.22
India,Wholesale,Wheat,137.64,BDT,06-08-2022,,
Haiti,Wholesale, ,141.94,HTG,05-11-2015,,
Sudan,Urban,Wheat,57.5,NPR,03-01-2021,6.02,31.22
Nigeria,Rural,Pulses,62.63,SDG,31-07-2016,,
Ethiopia,Rural,Rice,46.97,YER,30-12-2021,6.02,
pakistan,Retail,Cooking Oil,89.82,NGN,25-06-2015,6.02,
Sudan,Retail,Pulses,99.13,KES,10-03-2022,6.02,31.22
Nigeria,Rural,Wheat,102.66,PKR,26-02-2021,6.02,31.22
Kenya,Rural,Rice,46.71,BDT,17-06-2023,6.02,31.22
India,Rural,Pulses,70.72,SDG,30-04-2024,,31.22
Sudan,Urban,Cooking Oil,70.79,PKR,05-01-2020,,31.22
Yemen,Urban,Sugar,129.24,KES,04-10-2023,,31.22
Pakistan,Urban,Maize,60.16,ETB,23-07-2022,,31.22
Pakistan,Urban,Rice,102.17,SDG,03-10-2024,,31.22
Ethiopia,Urban,Sugar,71.66,SDG,20-07-2023,6.02,
Bangladesh,Urban,Cooking Oil,92.34,PKR,21-07-2019,,
Yemen,Retail,Sugar,137.82,SDG,20-03-2018,6.02,
Pakistan,Wholesale,Wheat,50.45,SDG,30-03-2018,,
Nepal,Retail,Maize,-4.28,HTG,13-02-2021,,
Yemen,Wholesale,Rice,46.45,NPR,18-08-2015,,
Pakistan,Retail,Pulses,116.69,INR,22-03-2023,,31.22
Haiti,Retail,Cooking Oil,52.1,ETB,22-06-2019,,
Yemen,Urban,Maize,71.49,INR,29-04-2020,,31.22
Nigeria,Urban,Cooking Oil,118.16,BDT,19-04-2018,6.02,
Yemen,Wholesale,Sugar,132.16,NPR,25-04-2017,6.02,
Ethiopia,Wholesale,Cooking Oil,141.31,SDG,02-02-2019,,31.22
Kenya,Urban,Cooking Oil,122.16,BDT,02-03-2016,,
Kenya,Retail,Sugar,54.97,ETB,14-01-2020,,
Kenya,Wholesale, ,164.25,NGN,20-08-2023,6.02,31.22
Nigeria,Rural,Maize,62.28,NGN,28-11-2018,,31.22
Sudan,Rural,Rice,74.55,PKR,22-04-2016,,31.22
Kenya,Rural,Sugar,99.78,NGN,08-05-2020,6.02,31.22
India,Wholesale,Maize,111.15,SDG,22-11-2017,,
Nigeria,Urban,Cooking Oil,157.54,INR,19-01-2017,6.02,31.22
Sudan,Urban,Cooking Oil,74.69,YER,25-03-2022,,
India,Urban,Pulses,115.22,HTG,24-12-2022,,
India,Wholesale,Wheat,74.91,INR,01-09-2024,6.02,31.22
India,Wholesale,Sugar,164.3,INR,28-05-2016,,31.22
Nepal,Rural,Maize,117.09,YER,21-07-2024,,31.22
Ethiopia,Wholesale,Pulses,151.57,SDG,28-11-2015,6.02,31.22
Ethiopia,Rural,Maize,53.89,HTG,10-12-2018,6.02,
Nigeria,Rural,Rice,77.56,ETB,16-06-2016,6.02,
India,Urban,Pulses,109.95,BDT,14-08-2020,,
Haiti,Wholesale,Maize,152.2,PKR,20-05-2021,,31.22
Yemen,Urban,Sugar,139.69,NGN,31-10-2015,,31.22
Sudan,Urban,Maize,160.02,KES,21-12-2022,6.02,
Ethiopia,Wholesale,Wheat,153.65,KES,13-12-2023,6.02,
Kenya,,Cooking Oil,131.15,INR,01-07-2018,6.02,31.22
Nigeria,Retail,Cooking Oil,106.13,HTG,16-05-2017,,
Sudan,Rural,Pulses,55.4,YER,25-11-2022,6.02,31.22
nigeria,Retail,Maize,14.22,INR,07-06-2019,6.02,31.22
Haiti,,Maize,104.97,KES,24-01-2021,,31.22
Nepal,Rural,Maize,132.11,SDG,15-08-2020,6.02,31.22
Nepal,Rural,Maize,-8.97,NPR,22-05-2015,6.02,
India,Urban,Wheat,53.04,NGN,10-01-2016,6.02,31.22
Nepal,Urban,Sugar,59.34,NPR,22-02-2018,,
Nigeria,Wholesale,Wheat,92.5,HTG,17-04-2024,6.02,
Kenya,Rural,Wheat,104.13,NGN,08-09-2021,,
India,Rural,Wheat,143.26,NGN,05-04-2018,6.02,
Pakistan,Rural,Cooking Oil,47.36,YER,01-09-2019,6.02,
Sudan,Urban,Wheat,113.77,SDG,13-11-2017,,31.22
Haiti,Wholesale,Maize,44.52,NPR,03-09-2019,6.02,
India,Urban,Wheat,133.43,INR,26-11-2020,6.02,
Nigeria,Retail,Maize,80.73,HTG,07-03-2021,,
Sudan,Retail,Pulses,51.51,KES,08-04-2022,6.02,
Kenya,Retail,Sugar,73.11,INR,10-05-2018,,31.22
bangladesh,Wholesale,Cooking Oil,55.39,PKR,04-12-2018,,
Haiti,Retail,Sugar,103.69,NGN,15-10-2022,6.02,31.22
Nigeria,Wholesale,Pulses,124.96,YER,11-08-2020,,
Haiti,Urban,Sugar,141.25,BDT,27-12-2019,,31.22
Ethiopia,Urban,Cooking Oil,79.25,HTG,22-08-2022,6.02,
Bangladesh,Wholesale,Maize,155.52,SDG,14-09-2022,6.02,
Sudan,Urban,Pulses,99.03,NGN,08-02-2018,,31.22
Nepal,Urban,Pulses,,HTG,24-10-2020,,31.22
Nigeria,Wholesale,Maize,93.71,ETB,09-03-2021,6.02,31.22
Haiti,Retail,Maize,90.76,HTG,30-05-2020,6.02,31.22
Sudan,Wholesale,Cooking Oil,123.14,BDT,10-06-2018,,
Nepal,Rural,Wheat,112.32,INR,12-02-2021,6.02,
Kenya,Urban,Rice,77.84,HTG,22-07-2018,,
Kenya,Wholesale,Wheat,146.21,KES,15-06-2021,6.02,31.22
Haiti,Urban,Wheat,61.73,PKR,02-04-2023,6.02,
India,Retail,Sugar,123.14,KES,06-06-2017,6.02,31.22
Ethiopia,Urban,Rice,121.38,INR,30-07-2015,6.02,31.22
India,Wholesale,Maize,142.58,NPR,26-07-2021,6.02,
Ethiopia,Retail,Wheat,143.37,ETB,30-12-2019,,
Nigeria,Retail,Cooking Oil,92.72,SDG,27-06-2021,,31.22
Pakistan,Retail,Wheat,101.31,NPR,26-07-2015,6.02,
Haiti,Rural,Maize,98.63,BDT,18-01-2018,,31.22
Yemen,Wholesale,Wheat,169.82,ETB,29-05-2022,6.02,31.22
Haiti,Wholesale,Pulses,126.04,YER,06-03-2015,,
Bangladesh,Retail,Sugar,,YER,29-09-2021,6.02,31.22
Nepal,Urban,Sugar,89.96,SDG,19-10-2017,,31.22
Bangladesh,Retail,Wheat,54.93,BDT,07-04-2020,6.02,
Kenya,Rural, ,62.58,ETB,08-08-2018,,
Ethiopia,Retail,Cooking Oil,140.5,SDG,29-11-2021,6.02,
Nepal,Wholesale,Rice,70.74,KES,04-08-2020,,31.22
Kenya,Retail,Wheat,227.81,KES,04-01-2019,6.02,31.22
Nepal,Urban, ,83.77,ETB,05-01-2016,6.02,31.22
India,Wholesale,Pulses,114.05,HTG,13-06-2022,,31.22
Kenya,Urban,Cooking Oil,113.98,NPR,22-08-2022,,31.22
India,Retail,Cooking Oil,107.18,YER,25-05-2022,,31.22
India,Wholesale,Pulses,51.2,HTG,07-03-2016,6.02,31.22
Nepal,Rural,Maize,109.91,SDG,05-04-2021,,
Sudan,Wholesale,Wheat,109.56,NPR,20-10-2015,,
Bangladesh,Urban,Wheat,,HTG,03-04-2021,,31.22
Kenya,Wholesale,Wheat,174.06,NGN,16-05-2022,,
Yemen,Rural,Rice,33.52,ETB,16-01-2020,6.02,
Sudan,Rural,Cooking Oil,39.55,BDT,01-12-2016,,31.22
Bangladesh,Rural,Wheat,130.15,KES,16-10-2019,6.02,31.22
Kenya,Rural,Sugar,96.51,NGN,21-11-2015,6.02,
Ethiopia,Urban,Maize,,SDG,05-10-2021,6.02,31.22
Bangladesh,Wholesale,Pulses,107.8,NPR,05-03-2016,,31.22
Yemen,Retail,Pulses,138.38,ETB,20-12-2015,6.02,31.22
Haiti,Rural,Rice,34.77,NPR,06-08-2019,6.02,
Nigeria,Retail,Pulses,,NPR,28-02-2019,,
India,Retail,Maize,113.23,BDT,20-10-2015,6.02,31.22
Nigeria,Wholesale,Cooking Oil,90.82,INR,13-10-2022,,
Sudan,Retail,Pulses,109.82,BDT,25-04-2022,,
Haiti,Retail,Pulses,110.5,HTG,04-07-2018,6.02,
India,Urban,Sugar,121.99,INR,07-12-2018,,31.22
Kenya,Retail,Cooking Oil,60.6,NGN,16-01-2016,6.02,31.22
Sudan,Wholesale,Wheat,143.5,NPR,08-05-2018,6.02,31.22
Yemen,Retail,Maize,139.69,ETB,13-08-2015,6.02,31.22
Nepal,Wholesale,Pulses,140.87,YER,21-06-2017,,31.22
Kenya,Rural, ,30.99,SDG,26-12-2019,,31.22
Bangladesh,Retail,Maize,145.77,BDT,01-11-2016,,31.22
Nepal,Retail,Rice,85.25,INR,10-08-2018,,31.22
Sudan,Retail,Sugar,121.23,INR,11-01-2022,6.02,
Bangladesh,Rural,Rice,20.73,INR,29-08-2016,6.02,31.22
Yemen,Urban,Pulses,72.67,HTG,17-06-2022,6.02,
Nigeria,Retail,Sugar,133.62,BDT,18-03-2016,,
Bangladesh,Wholesale,Wheat,121.04,PKR,29-07-2022,6.02,31.22
Nigeria,Urban,Maize,56.8,NPR,01-07-2015,6.02,
India,,Maize,127.21,NPR,11-10-2024,6.02,31.22
Ethiopia,Urban,Cooking Oil,67.35,NGN,17-03-2016,,31.22
Pakistan,Retail,Sugar,89.36,YER,09-04-2022,,
Kenya,Rural,Sugar,53.19,YER,29-07-2018,,31.22
Pakistan,Rural,Rice,113.73,SDG,01-08-2017,,
India,Retail,Sugar,143.49,HTG,20-09-2023,,
Bangladesh,Wholesale,Maize,135.4,PKR,24-09-2015,,
India,Wholesale,Sugar,63.69,PKR,15-11-2024,6.02,
Pakistan,Wholesale,Cooking Oil,98.15,NPR,25-02-2023,6.02,31.22
Pakistan,Retail,Cooking Oil,37.1,NPR,11-03-2017,6.02,31.22
kenya,Rural,Maize,154.57,PKR,17-11-2021,6.02,31.22
Nepal,Retail,Maize,100.76,KES,19-09-2017,,31.22
Haiti,Rural,Maize,126,KES,10-11-2018,6.02,
India,Urban, ,107.97,KES,30-12-2021,,
Ethiopia,Retail,Sugar,74.96,PKR,30-11-2020,,
Haiti,Rural,Wheat,77.85,YER,11-04-2024,6.02,31.22
India,Urban,Pulses,118.23,INR,19-12-2020,,31.22
Yemen,Urban,Pulses,165.48,HTG,04-11-2024,,
Sudan,Retail,Rice,86.28,BDT,13-07-2017,6.02,31.22
Sudan,Rural,Sugar,,SDG,18-07-2020,6.02,31.22
Pakistan,Urban,Wheat,136.91,YER,10-11-2019,6.02,
Sudan,Retail,Wheat,87.23,NGN,24-05-2017,6.02,31.22
Nigeria,Urban,Cooking Oil,144.01,ETB,20-11-2020,6.02,
Ethiopia,Wholesale,Sugar,140.77,NPR,12-11-2016,6.02,31.22
Sudan,Retail,Wheat,14.19,PKR,15-04-2023,6.02,
Bangladesh,Urban,Cooking Oil,128.06,NPR,01-12-2023,,31.22
Nigeria,Retail,Rice,151.22,NGN,23-05-2020,,31.22
Haiti,Retail,Cooking Oil,53.3,NPR,14-10-2020,6.02,
Nigeria,Rural,Rice,47.45,KES,22-12-2020,,
India,Rural,Pulses,108.32,PKR,02-10-2023,,31.22
Pakistan,Urban,Pulses,163.15,NGN,26-02-2015,,31.22
Kenya,Retail,Maize,56.48,SDG,18-08-2018,6.02,
Kenya,Retail,Maize,36.89,INR,28-02-2017,,31.22
Yemen,Wholesale,Cooking Oil,81.86,KES,25-06-2017,,31.22
Ethiopia,Retail,Maize,76.29,BDT,06-05-2020,6.02,
India,Rural,Sugar,33.15,KES,24-11-2016,,
Kenya,Retail,Cooking Oil,,INR,11-08-2019,6.02,31.22
Pakistan,Rural,Wheat,113.95,INR,13-06-2023,,
Haiti,Wholesale,Sugar,174.25,NGN,25-01-2023,,
Kenya,Urban,Cooking Oil,122.46,HTG,27-04-2022,,
Bangladesh,Rural,Pulses,132.25,SDG,10-04-2016,,31.22
Nigeria,Urban,Rice,56.47,ETB,20-10-2017,,31.22
Kenya,Urban,Maize,96.22,ETB,05-01-2019,6.02,31.22
India,Urban, ,91.19,ETB,27-01-2015,,
Sudan,Urban, ,113.04,PKR,10-02-2017,6.02,
Sudan,Rural,Cooking Oil,123.87,NGN,08-11-2018,6.02,
Haiti,Wholesale,Sugar,138.11,SDG,25-06-2021,6.02,31.22
Sudan,Retail,Rice,101.28,BDT,07-08-2015,6.02,
Haiti,Rural,Maize,79.08,BDT,21-02-2020,,
India,Wholesale,Sugar,148.96,NGN,08-04-2018,6.02,
Ethiopia,Retail,Wheat,129.01,KES,07-12-2018,6.02,31.22
Sudan,Urban,Pulses,124.73,ETB,04-06-2019,,
Yemen,Retail,Wheat,98.42,ETB,02-10-2021,,31.22
Pakistan,Retail,Rice,148.65,NPR,23-09-2023,6.02,31.22
Nigeria,Wholesale,Maize,49.72,NGN,07-04-2022,6.02,
Sudan,,Wheat,135.72,SDG,21-06-2020,,31.22
Haiti,Urban,Pulses,135.52,NGN,17-10-2020,6.02,31.22
India,Rural,Sugar,63.97,KES,03-08-2018,6.02,31.22
Sudan,Rural,Sugar,72.78,PKR,23-06-2022,6.02,31.22
Kenya,Wholesale,Wheat,,NPR,05-04-2023,6.02,31.22
Sudan,Urban,Maize,120.42,KES,13-11-2021,,31.22
Haiti,Urban,Pulses,-3.26,SDG,29-09-2017,,31.22
Bangladesh,Retail,Rice,108.93,KES,29-05-2015,,
Bangladesh,Wholesale,Maize,69.45,NPR,16-03-2020,6.02,31.22
Sudan,Urban,Cooking Oil,60.63,NGN,25-10-2019,,
Nigeria,Urban,Wheat,24.88,SDG,18-02-2021,,31.22
India,Urban,Cooking Oil,64.55,PKR,18-01-2024,6.02,31.22
Yemen,Rural,Wheat,157.19,YER,07-10-2019,6.02,
Yemen,Rural,Rice,71.23,YER,11-06-2015,6.02,
Sudan,Rural,Maize,116.79,NPR,03-06-2020,6.02,31.22
Sudan,Retail,Pulses,,NPR,21-04-2019,,
Bangladesh,Retail,Maize,141.04,ETB,12-04-2023,6.02,31.22
Haiti,Retail,Wheat,124.2,NPR,21-01-2019,6.02,31.22
Nigeria,Urban,Sugar,90.89,NGN,21-08-2022,,31.22
Sudan,Rural,Cooking Oil,109.27,PKR,06-07-2016,,
Yemen,Urban,Pulses,112.7,ETB,18-01-2021,,31.22
India,Urban,Pulses,59.96,PKR,09-01-2021,,31.22
Ethiopia,Wholesale,Maize,67.46,PKR,13-08-2024,6.02,
Kenya,Urban, ,136.72,PKR,17-11-2015,,31.22
Sudan,Retail,Wheat,161.87,SDG,14-08-2023,,31.22
Haiti,Rural,Sugar,105.87,INR,15-01-2016,,
Sudan,Rural,Cooking Oil,127.7,NGN,11-09-2022,,
Haiti,Urban,Sugar,148.18,SDG,08-10-2022,,31.22
Nigeria,Retail,Pulses,87.01,INR,20-09-2019,,
Ethiopia,Retail,Sugar,96.94,YER,10-08-2024,6.02,31.22
Pakistan,Retail,Wheat,128.57,BDT,19-12-2019,6.02,
India,Rural,Sugar,187.34,KES,01-12-2016,,
India,Retail,Cooking Oil,129.97,ETB,23-02-2018,,31.22
Haiti,,Pulses,112.14,BDT,31-08-2022,,31.22
Bangladesh,Urban,Rice,76.52,NPR,08-03-2023,6.02,
Haiti,Wholesale,Pulses,97.68,NGN,08-05-2018,,31.22
Bangladesh,,Rice,127.5,BDT,02-06-2018,,31.22
Nepal,Urban,Cooking Oil,123.23,NPR,03-08-2016,,
Yemen,Urban,Pulses,76.02,BDT,08-12-2023,,
India,Retail,Pulses,152.4,NPR,26-03-2019,,31.22
Nigeria,Wholesale,Pulses,152.45,SDG,08-12-2019,6.02,
Haiti,Rural,Pulses,95.56,NGN,23-06-2018,,
Nigeria,Wholesale,Wheat,111.21,INR,06-07-2020,6.02,31.22
Ethiopia,Retail,Maize,74.37,INR,16-02-2016,,31.22
Nigeria,Wholesale,Pulses,67.65,NGN,02-12-2019,,31.22
Sudan,Urban,Wheat,113.88,SDG,28-03-2019,6.02,31.22
Yemen,Urban,Cooking Oil,68.78,YER,16-02-2022,6.02,
Sudan,Wholesale,Pulses,125.94,SDG,22-04-2022,,31.22
Kenya,Rural,Sugar,84.12,BDT,15-12-2015,,
Haiti,Wholesale,Pulses,142.01,NPR,28-08-2023,6.02,31.22
India,Retail,Pulses,96.58,NPR,15-09-2017,6.02,
Haiti,Rural,Rice,23.06,YER,26-12-2019,6.02,
Yemen,Wholesale, ,85.11,YER,25-01-2019,6.02,31.22
Pakistan,Wholesale,Pulses,104.27,YER,08-08-2018,,
Pakistan,Rural,Pulses,30.65,ETB,16-03-2024,,
Kenya,Wholesale,Pulses,34.36,HTG,04-01-2016,6.02,31.22
Yemen,Retail,Wheat,92.5,ETB,11-07-2018,,31.22
Nepal,Urban,Cooking Oil,,NGN,19-07-2018,6.02,31.22
Nepal,Retail,Rice,125.26,NPR,17-10-2020,,
Nepal,Wholesale,Pulses,99.42,NGN,31-12-2020,6.02,
India,Urban,Cooking Oil,65.89,BDT,04-10-2020,,
India,Rural,Rice,63.95,YER,26-04-2019,6.02,
Nepal,,Rice,,NGN,15-08-2023,6.02,
Pakistan,Rural,Rice,107.93,INR,03-06-2016,6.02,
Yemen,Urban,Pulses,134.18,PKR,26-08-2018,6.02,31.22
Nigeria,Wholesale,Wheat,148.16,SDG,07-11-2020,,31.22
Yemen,Urban,Pulses,,ETB,20-08-2021,6.02,
Nepal,Urban,Pulses,,ETB,25-09-2022,,31.22
Yemen,Rural,Cooking Oil,122.89,BDT,04-05-2023,,31.22
Ethiopia,Retail,Maize,72.1,KES,10-12-2023,6.02,31.22
India,Urban,Maize,74.2,NPR,26-05-2019,6.02,
India,Wholesale,Maize,128.91,NGN,27-12-2019,,
Pakistan,Urban,Cooking Oil,100.07,KES,12-07-2021,,
Nigeria,Rural,Sugar,65.08,NPR,28-12-2021,,31.22
Nepal,Retail,Cooking Oil,67.23,INR,25-11-2020,,31.22
Haiti,Wholesale,Rice,48.65,ETB,08-04-2022,6.02,
Pakistan,Rural,Pulses,85.67,INR,25-05-2016,,31.22
Pakistan,Urban,Sugar,58.84,ETB,26-06-2021,6.02,
Nigeria,Urban,Rice,104.09,YER,08-02-2019,,
Sudan,Retail,Pulses,,KES,22-05-2021,,31.22
Nepal,Rural,Pulses,118.41,KES,02-11-2022,,31.22
Haiti,Rural, ,142.68,PKR,15-05-2024,6.02,31.22
India,Retail,Cooking Oil,116.03,BDT,05-05-2017,6.02,
Nigeria,Wholesale,Maize,,NGN,04-05-2020,,31.22
Haiti,Rural,Sugar,105.06,YER,30-01-2024,,31.22
Ethiopia,Retail,Pulses,,YER,09-08-2016,,31.22
Pakistan,Rural,Wheat,67.02,SDG,28-12-2015,6.02,31.22
Nigeria,Retail,Pulses,90.94,NGN,21-09-2018,,
India,Urban,Maize,125.24,ETB,31-07-2019,6.02,31.22
Yemen,Urban,Pulses,87.79,NPR,19-03-2021,6.02,
India,Rural,Wheat,134.35,HTG,16-12-2016,,
Ethiopia,Rural,Cooking Oil,107.33,KES,21-10-2021,,31.22
Nigeria,Urban,Pulses,112.69,PKR,03-10-2017,6.02,31.22
Ethiopia,Wholesale,Sugar,97.64,HTG,26-07-2016,6.02,
Nepal,Retail,Cooking Oil,151.44,NGN,31-10-2021,,
Nepal,Wholesale,Wheat,71.96,INR,03-03-2020,6.02,31.22
Yemen,Wholesale,Rice,74.23,INR,16-02-2024,,31.22
Pakistan,Wholesale,Pulses,87.27,INR,28-10-2015,,
Sudan,Urban,Cooking Oil,120.09,KES,27-12-2024,6.02,31.22
Bangladesh,Rural,Pulses,125.49,ETB,30-08-2017,,
Haiti,Wholesale,Sugar,77.59,YER,09-02-2022,6.02,31.22
Ethiopia,Urban,Pulses,135.87,YER,21-09-2017,6.02,31.22
Haiti,Retail,Cooking Oil,60.79,BDT,30-09-2017,,
Yemen,Rural,Maize,128.51,KES,25-02-2020,,
Haiti,Retail,Cooking Oil,114.31,KES,19-01-2024,6.02,
Haiti,Wholesale,Wheat,100.7,HTG,17-12-2023,6.02,
India,Rural,Cooking Oil,118.92,HTG,04-07-2024,,
Nigeria,Wholesale,Sugar,95.24,INR,05-09-2016,6.02,
Pakistan,Rural,Cooking Oil,110.21,YER,07-02-2018,6.02,31.22
Bangladesh,Wholesale,Cooking Oil,196.24,ETB,22-02-2022,,31.22
Nigeria,Retail,Sugar,135.77,KES,22-05-2016,6.02,31.22
India,Retail,Cooking Oil,78.31,HTG,09-06-2017,,31.22
Haiti,Wholesale,Sugar,87.79,NPR,26-11-2022,,
Bangladesh,Rural,Wheat,148.33,INR,17-07-2020,6.02,
India,Retail,Sugar,84.21,NPR,17-10-2022,,
India,Rural,Wheat,168.03,KES,23-08-2019,,
India,Rural,Wheat,130.61,INR,01-06-2017,6.02,31.22
Nepal,Retail,Sugar,45.76,YER,26-03-2017,,31.22
Bangladesh,Urban,Cooking Oil,134.73,YER,27-12-2023,6.02,31.22
India,Urban, ,13.75,HTG,13-05-2016,6.02,31.22
sudan,Rural,Maize,86.06,NPR,08-08-2019,,
Haiti,Retail,Pulses,134.21,SDG,05-12-2023,6.02,31.22
Bangladesh,Urban,Sugar,25.35,INR,01-12-2023,6.02,
Nepal,Wholesale,Cooking Oil,181.18,INR,29-08-2018,6.02,31.22
Ethiopia,Rural,Wheat,,NPR,29-03-2016,,31.22
Ethiopia,Urban,Rice,60.85,HTG,11-09-2017,,
Pakistan,Retail,Maize,160.8,NPR,06-09-2015,,31.22
Kenya,Retail,Pulses,23.61,INR,24-08-2019,6.02,
Sudan,Rural,Cooking Oil,59.7,NPR,20-10-2016,6.02,31.22
Ethiopia,Retail,Maize,43.4,NPR,01-10-2022,6.02,
Nepal,Wholesale, ,21,HTG,05-11-2016,,31.22
Kenya,Wholesale,Rice,86.67,HTG,19-11-2016,,
India,Urban,Rice,107.65,BDT,27-03-2021,6.02,31.22
India,Retail,Pulses,106.45,INR,27-08-2019,6.02,31.22
Yemen,Wholesale,Sugar,105.22,BDT,12-08-2015,6.02,
Haiti,Rural,Maize,102.1,NPR,26-10-2019,,31.22
Kenya,Retail,Sugar,52.74,NPR,23-02-2015,,
Haiti,Urban,Rice,,SDG,25-11-2017,,31.22
Nepal,Rural,Cooking Oil,-10.04,NGN,08-05-2019,6.02,
Sudan,Rural,Rice,143.18,PKR,30-11-2016,,
Kenya,Rural,Sugar,,HTG,04-12-2021,6.02,31.22
Ethiopia,Wholesale,Rice,102.73,NPR,08-08-2016,,31.22
Sudan,Rural, ,131.18,BDT,25-03-2024,,31.22
Yemen,Wholesale,Sugar,134.04,KES,16-10-2015,,31.22
Haiti,Rural,Sugar,,NGN,22-12-2018,,31.22
Haiti,Wholesale,Cooking Oil,95.32,NPR,07-11-2015,6.02,
Sudan,Retail,Sugar,162.65,YER,10-11-2021,6.02,31.22
India,Wholesale,Cooking Oil,76.59,INR,29-04-2019,6.02,31.22
Haiti,Wholesale,Wheat,,ETB,29-09-2020,,
Yemen,Retail,Wheat,85.99,KES,13-03-2019,6.02,
Ethiopia,Rural,Sugar,23.67,NGN,27-01-2018,,31.22
Bangladesh,Retail,Rice,103.58,KES,08-12-2015,6.02,
Ethiopia,Rural,Maize,85.68,SDG,16-07-2016,6.02,
Ethiopia,Wholesale,Rice,46.07,KES,09-09-2017,,
Haiti,Rural,Sugar,96.76,HTG,09-11-2018,6.02,31.22
Nigeria,Wholesale,Cooking Oil,80.58,HTG,01-04-2016,,31.22
India,Rural,Rice,174.95,NPR,20-08-2018,6.02,31.22
Haiti,Wholesale,Wheat,138.74,PKR,02-04-2020,,31.22
India,Wholesale,Pulses,61.55,BDT,08-07-2019,,
Nepal,Urban,Sugar,70.39,NGN,30-08-2022,6.02,
Nigeria,Rural,Rice,140.02,NGN,09-12-2022,6.02,
Haiti,Rural,Pulses,148.5,NGN,07-09-2019,,
Pakistan,, ,86.68,HTG,02-05-2019,,31.22
Ethiopia,Wholesale,Cooking Oil,80.76,PKR,02-05-2021,,31.22
Nepal,Wholesale,Cooking Oil,94.91,HTG,04-09-2020,6.02,
Nigeria,Urban,Cooking Oil,111.6,ETB,09-12-2017,6.02,
Haiti,Urban,Pulses,129.03,NGN,31-07-2017,6.02,31.22
Yemen,Retail,Maize,131.1,PKR,12-05-2022,,
Sudan,Wholesale,Pulses,57.77,SDG,31-12-2015,,
Sudan,Retail,Sugar,85.61,PKR,29-01-2020,,
India,Rural,Sugar,16.49,NPR,14-03-2018,6.02,
Nigeria,Retail,Wheat,99.06,KES,25-05-2015,6.02,
Ethiopia,Urban,Wheat,44.49,YER,23-01-2021,,31.22
Ethiopia,Urban,Sugar,70.73,HTG,02-12-2017,,31.22
Bangladesh,Urban,Rice,144.16,PKR,29-08-2017,,31.22
Sudan,Urban, ,115.6,NPR,26-04-2019,6.02,
Nepal,Retail,Maize,113.96,KES,14-06-2023,6.02,31.22
Nigeria,Retail,Wheat,100.09,SDG,09-05-2015,6.02,
